eA,eA_Pattern,eA_Name,eA_Content,mA,mA_Pattern,mA_Unit,mA_from,mA_value,mA_to,t_Pattern,t_factor,t_from,t_value,t_to,c_Pattern,c_Name,c_factor,eB,eB_Pattern,eB_Name,eB_Content,mB,mB_Pattern,mB_Unit,mB_from,mB_value,mB_to,c,t
o,sem duis,tincidunt ante vel,ante nulla justo aliquam quis,r,rhoncus dui,kg,499.25,492.79,451.26,tortor id nulla,1.92,432.7,548.28,430.32,sit,tortor quis turpis sed,2.83,r,ligula vehicula,leo pellentesque,ultrices enim lorem ipsum dolor sit amet,s,orci luctus,%,274.53,63.03,820.53,or,rs
r,nam tristique,odio condimentum id,lectus in quam fringilla rhoncus mauris enim,s,adipiscing elit proin,m,540.31,496.5,844.38,pharetra magna vestibulum,0.1,730.61,760.98,406.35,risus,turpis donec posuere metus,9.76,s,eget,curae nulla,eget eros elementum pellentesque quisque porta volutpat,p,leo rhoncus sed,%,595.97,798.75,348.24,rs,sp
p,habitasse,luctus nec,sapien a libero nam dui proin,s,at ipsum ac,USD,576.72,855.99,538.6,eget massa tempor,0.94,233.48,192.36,861.14,vel,libero convallis eget,9.52,o,consequat,morbi vel lectus,in magna bibendum imperdiet nullam orci pede,p,velit donec diam,m,123.86,69.4,995.38,po,sp
p,ipsum,interdum in,lectus vestibulum quam sapien varius,i,in ante vestibulum,kg,102.01,414.44,586.17,vivamus tortor duis,4.02,242.56,80.92,626.34,non pretium,penatibus et,5.22,p,ultricies eu,quam sollicitudin,fringilla rhoncus mauris enim leo rhoncus sed,r,nunc donec quis,kg,842.27,364.2,970.16,pp,ir
s,leo maecenas,volutpat quam pede,lorem quisque ut erat curabitur gravida,i,sapien in,m,906.3,169.1,898.99,mauris viverra diam,2.19,685.95,608.49,885.41,turpis,viverra diam,7.32,r,lacus curabitur,nisi vulputate nonummy,id sapien in sapien iaculis congue vivamus,i,duis at velit,m,221.42,606.09,41.33,sr,ii
r,mi integer,nec molestie,lorem id ligula suspendisse ornare consequat,s,tincidunt eget,%,77.28,516.99,803.55,tristique fusce congue diam,7.57,976.69,439.24,568.02,eget vulputate,morbi ut odio,8.88,o,quis justo,neque sapien,nascetur ridiculus mus vivamus vestibulum sagittis sapien,s,bibendum imperdiet nullam,kg,753.46,8.84,828.81,ro,ss
i,tortor,vel augue,consequat ut nulla sed accumsan,r,nunc commodo placerat,m,738.8,431.47,855.82,mauris lacinia sapien,9.71,322.21,36.63,673.46,consequat,nunc vestibulum ante,3.52,p,posuere nonummy,ut dolor,ut volutpat sapien arcu sed augue aliquam,s,vitae nisi,%,820.65,572.91,864.63,ip,rs
p,dictumst,sed interdum,sociis natoque penatibus et magnis,s,nam congue risus,%,714.15,890.68,577.2,eget semper rutrum nulla,9.08,170.48,844.47,565.11,quam fringilla,lacus morbi sem mauris,0.68,r,semper sapien,leo odio condimentum,rutrum neque aenean auctor gravida sem praesent,p,ipsum ac tellus,m,67.97,771.12,169.32,pr,sp
p,amet,ullamcorper purus,suspendisse ornare consequat lectus in est risus,p,ut suscipit a,kg,353.31,735.17,438.63,accumsan tortor quis turpis,7.28,122.8,908.7,987.28,parturient,ut suscipit a feugiat,2.41,i,accumsan odio,nulla ac,curabitur in libero ut massa volutpat convallis,i,at velit,USD,26.74,515.05,662.5,pi,pi
i,tellus in,volutpat eleifend donec,nonummy maecenas tincidunt lacus at,s,integer a nibh,kg,777.45,264.98,443.31,volutpat convallis morbi,9.06,900.28,868.27,207.21,posuere,imperdiet et,2.6,o,venenatis,sit amet cursus,sagittis dui vel nisl duis ac nibh,r,interdum mauris,USD,15.74,982.47,692.09,io,sr
r,ipsum,erat id,sapien ut nunc vestibulum ante ipsum primis,o,semper porta,kg,415.45,829.5,809.61,convallis nunc proin at,1.72,942.73,822.38,849.01,dapibus,est et tempus,2.69,i,posuere cubilia,suscipit ligula in,ut ultrices vel augue vestibulum ante ipsum,r,ultrices erat,%,740.77,393.62,790.85,ri,or
o,semper rutrum,sapien iaculis congue,risus semper porta volutpat quam,p,nibh fusce,%,817.09,193.94,798.81,pretium iaculis diam erat,9.73,241.28,160.72,370.57,dictumst maecenas,nascetur ridiculus,5.27,o,turpis,non mauris,nulla facilisi cras non velit nec nisi,p,ante ipsum,USD,666.63,662.84,380.86,oo,pp
i,arcu,imperdiet nullam,sed tincidunt eu felis fusce posuere,o,massa volutpat convallis,%,705.39,620.3,321.04,pellentesque ultrices phasellus,8.66,300.62,214.93,295.01,odio,ligula in lacus curabitur,4.61,s,eros vestibulum,penatibus et magnis,vestibulum sagittis sapien cum sociis natoque penatibus,r,mauris ullamcorper purus,kg,899.73,226.48,625.02,is,or
o,pulvinar,rutrum ac lobortis,habitasse platea dictumst etiam faucibus cursus urna,i,nisl ut,USD,126.53,577.12,413.74,lectus pellentesque eget nunc,3.53,891.94,362.08,855.08,cubilia,iaculis diam,4.77,i,in,elit ac,vestibulum ac est lacinia nisi venenatis tristique,o,suspendisse ornare,USD,841.84,612.51,942.99,oi,io
i,erat vestibulum,mi sit amet,risus dapibus augue vel accumsan tellus,i,augue vestibulum,m,401.44,536.82,337.92,erat eros viverra eget,6.32,264.7,341.41,900.77,dis parturient,vel enim sit amet,1.71,i,lectus,iaculis diam erat,volutpat dui maecenas tristique est et tempus,o,nulla mollis,m,751.31,222.94,925.35,ii,io
p,potenti,tellus nulla,pellentesque ultrices phasellus id sapien,p,augue vestibulum rutrum,m,421.0,118.68,828.78,dignissim vestibulum vestibulum ante,1.03,933.6,543.18,93.78,sit amet,aliquam augue quam sollicitudin,0.85,s,quam,morbi vestibulum velit,convallis tortor risus dapibus augue vel accumsan,i,lorem ipsum,%,917.49,377.06,474.71,ps,pi
i,morbi,duis faucibus accumsan,nulla justo aliquam quis turpis,i,congue vivamus,kg,584.87,352.8,302.83,dictumst aliquam augue,2.75,202.6,93.55,201.05,nam,orci nullam molestie,6.18,i,suspendisse potenti,libero nullam,in hac habitasse platea dictumst maecenas ut,r,nisl duis,m,713.12,963.07,708.7,ii,ir
s,quam pharetra,praesent blandit nam,nisl ut volutpat sapien arcu sed augue,i,eu orci mauris,m,871.49,472.45,516.4,dignissim vestibulum vestibulum,9.78,106.46,412.89,702.32,pharetra,ipsum primis,4.97,s,iaculis,phasellus sit amet,volutpat in congue etiam justo etiam pretium,s,purus eu magna,%,564.24,346.08,201.83,ss,is
i,integer,magna ac,consectetuer adipiscing elit proin interdum mauris non,p,magna vulputate luctus,kg,663.26,236.33,801.4,integer non velit,4.59,618.08,841.35,115.89,eros,augue vestibulum,8.64,r,primis in,in consequat,a feugiat et eros vestibulum ac est,r,phasellus sit amet,%,780.72,382.69,984.09,ir,pr
o,blandit,a suscipit nulla,augue a suscipit nulla elit ac nulla,r,eget eros,USD,321.64,584.1,571.58,vitae nisi nam,2.39,463.39,779.27,621.4,tempor,pede libero,6.46,p,tristique tortor,nullam orci,ultrices aliquet maecenas leo odio condimentum id,r,blandit ultrices,m,930.6,325.85,97.63,op,rr
r,luctus,quisque porta volutpat,ut blandit non interdum in,s,volutpat in congue,%,749.43,614.53,660.84,vivamus vestibulum sagittis,0.54,841.42,999.92,406.47,ante vivamus,non mauris,4.4,r,in lacus,risus praesent lectus,lorem ipsum dolor sit amet consectetuer adipiscing,r,quis tortor,kg,640.28,248.08,991.15,rr,sr
r,nisi vulputate,nulla neque,sem duis aliquam convallis nunc proin,s,tincidunt in,%,259.97,892.85,639.21,sagittis dui vel nisl,1.17,732.9,459.33,423.71,libero,in quam,9.02,o,donec dapibus,habitasse platea dictumst,gravida sem praesent id massa id nisl,p,accumsan odio,USD,627.57,922.76,582.31,ro,sp
i,quis,consequat varius,vel augue vestibulum ante ipsum primis,p,id nulla,m,712.47,133.54,389.9,et ultrices posuere,6.22,815.66,106.72,984.93,in quam,at nulla,1.68,s,pede,morbi a,augue luctus tincidunt nulla mollis molestie lorem,i,suspendisse accumsan tortor,%,566.81,468.29,683.91,is,pi
r,sit,non sodales,consequat in consequat ut nulla sed,p,at velit vivamus,m,684.0,256.34,933.52,porttitor lorem id,9.08,557.64,496.44,629.03,vestibulum sit,sapien non mi,5.46,s,est,curae donec pharetra,nibh in quis justo maecenas rhoncus aliquam,o,magnis dis parturient,%,811.5,775.2,999.47,rs,po
p,nec,ut rhoncus aliquet,in felis eu sapien cursus vestibulum proin,s,justo nec condimentum,USD,175.13,337.59,740.99,et ultrices posuere,3.36,996.89,974.47,17.48,non velit,mi nulla ac enim,1.92,o,nonummy,in purus eu,luctus et ultrices posuere cubilia curae mauris,r,sem fusce,%,662.37,624.94,354.26,po,sr
o,duis ac,vestibulum sagittis,aenean sit amet justo morbi ut,p,vel augue,USD,675.93,959.47,353.07,sit amet eros,6.19,208.3,206.37,380.83,at turpis,vehicula consequat morbi,4.77,s,in,amet lobortis sapien,ac enim in tempor turpis nec euismod,o,sapien non mi,m,500.37,343.68,317.45,os,po
o,rutrum,et ultrices,sed tristique in tempus sit,s,turpis elementum ligula,USD,462.13,389.24,71.43,lorem ipsum dolor,3.49,996.32,724.58,443.61,nulla pede,sapien quis libero,5.85,r,ipsum,vestibulum eget,ante ipsum primis in faucibus orci luctus,i,sapien non,kg,884.87,310.9,382.73,or,si
p,semper,vestibulum ante,ipsum praesent blandit lacinia erat,p,egestas metus aenean,kg,216.64,238.0,843.85,faucibus orci luctus et,9.12,815.14,426.76,78.29,rutrum nulla,morbi non,5.2,i,a,sit amet turpis,curabitur gravida nisi at nibh in hac,s,phasellus id,USD,73.4,260.36,184.58,pi,ps
r,ac nibh,odio consequat varius,in leo maecenas pulvinar lobortis,p,sociis natoque penatibus,%,710.59,336.15,503.89,euismod scelerisque quam turpis,4.01,416.18,470.83,56.51,non pretium,vel accumsan tellus,6.88,i,justo,volutpat dui,commodo placerat praesent blandit nam nulla integer,s,id nisl,USD,522.56,921.34,393.49,ri,ps
i,integer,nonummy maecenas tincidunt,fusce consequat nulla nisl nunc nisl duis,i,urna ut tellus,%,631.82,658.45,915.56,ac neque duis bibendum,1.07,756.17,824.04,339.24,lectus pellentesque,sit amet,6.43,s,est congue,primis in faucibus,pede posuere nonummy integer non velit donec,o,sed nisl,m,123.53,983.33,743.42,is,io
s,id mauris,id ligula suspendisse,nullam sit amet turpis elementum,o,sed sagittis nam,kg,549.3,988.38,866.09,eleifend pede libero quis,0.09,979.06,237.04,113.72,vehicula,potenti cras in purus,8.36,s,et ultrices,pellentesque volutpat dui,turpis nec euismod scelerisque quam turpis adipiscing,o,sem mauris laoreet,m,302.67,230.55,590.4,ss,oo
p,vel lectus,nonummy maecenas,duis faucibus accumsan odio curabitur convallis duis,s,in hac habitasse,m,464.9,87.22,111.65,nec euismod scelerisque,5.97,20.03,108.34,877.06,feugiat,vel augue vestibulum rutrum,7.0,s,auctor gravida,vel augue vestibulum,sapien quis libero nullam sit amet turpis,p,massa id nisl,USD,341.05,933.49,377.65,ps,sp
o,odio condimentum,sit amet consectetuer,quisque arcu libero rutrum ac lobortis,s,montes nascetur ridiculus,%,349.11,178.16,757.01,in sapien iaculis congue,8.53,586.61,435.68,705.26,sollicitudin,sociis natoque penatibus,3.25,s,porta volutpat,ut dolor,nibh in hac habitasse platea dictumst aliquam,r,varius nulla,%,953.82,537.54,400.96,os,sr
s,accumsan,pretium nisl,sapien sapien non mi integer ac,o,ac neque duis,m,312.13,363.07,633.81,habitasse platea dictumst,6.08,555.67,704.63,835.12,nec euismod,magna bibendum,9.44,r,dapibus,id consequat in,dapibus dolor vel est donec odio justo,s,purus sit amet,m,619.78,893.27,87.53,sr,os
s,gravida,viverra dapibus,congue etiam justo etiam pretium,o,non quam,m,858.16,127.2,617.15,nibh quisque id,0.9,633.96,640.62,287.92,quis turpis,nullam varius nulla facilisi,0.2,s,ac,nulla dapibus dolor,duis mattis egestas metus aenean fermentum donec,r,eleifend quam,kg,682.56,545.45,942.37,ss,or
i,lacus curabitur,cras in purus,nec sem duis aliquam convallis nunc proin,p,luctus et,kg,333.96,920.17,478.21,sollicitudin vitae consectetuer,8.63,625.02,266.65,171.89,nullam,ut nulla sed,6.86,i,pharetra magna,orci vehicula,in faucibus orci luctus et ultrices posuere,s,vitae nisi nam,USD,943.3,639.2,17.49,ii,ps
o,felis sed,dolor quis,eget elit sodales scelerisque mauris sit amet,r,donec quis orci,kg,34.69,293.86,959.8,sit amet lobortis sapien,5.76,146.71,764.03,973.59,justo lacinia,cras in purus,3.15,r,sed accumsan,quis augue luctus,mauris vulputate elementum nullam varius nulla facilisi,o,iaculis justo in,kg,75.67,887.7,77.28,or,ro
i,vel est,cum sociis,neque duis bibendum morbi non quam nec,i,augue a,kg,605.13,189.49,754.25,mattis nibh ligula nec,8.72,32.68,942.66,141.3,accumsan tortor,congue vivamus metus arcu,8.73,i,sapien,in blandit,nulla pede ullamcorper augue a suscipit nulla,r,tortor quis,kg,112.32,708.4,735.11,ii,ir
r,odio,velit eu est,nam congue risus semper porta volutpat quam,r,malesuada in imperdiet,USD,84.25,154.52,13.93,proin at turpis,8.51,890.35,526.97,333.75,justo,penatibus et,3.1,i,in,volutpat eleifend,orci pede venenatis non sodales sed tincidunt,i,rhoncus aliquet,m,529.34,419.03,947.11,ri,ri
p,metus,cum sociis natoque,nunc viverra dapibus nulla suscipit ligula in,i,etiam pretium iaculis,m,7.39,341.36,316.78,magna at nunc commodo,9.44,958.94,833.07,521.0,rutrum,sapien cum sociis,6.51,p,congue eget,odio consequat,suscipit ligula in lacus curabitur at ipsum,i,arcu adipiscing molestie,kg,432.55,521.8,896.63,pp,ii
s,etiam,tempor convallis,purus phasellus in felis donec semper,o,molestie lorem,USD,787.96,313.14,253.89,tristique tortor eu,4.13,36.71,186.17,876.5,proin at,pellentesque ultrices mattis odio,5.21,o,lorem ipsum,ultrices mattis,massa id nisl venenatis lacinia aenean sit,o,nec euismod,kg,836.88,776.8,129.98,so,oo
o,aliquam augue,proin leo odio,tellus in sagittis dui vel nisl,o,lobortis ligula sit,kg,771.09,156.33,352.67,in ante vestibulum ante,6.74,429.83,351.89,59.67,urna,purus phasellus,0.7,p,hac habitasse,sociis natoque,congue diam id ornare imperdiet sapien urna,o,faucibus orci luctus,m,176.23,147.23,339.2,op,oo
i,ridiculus mus,adipiscing molestie hendrerit,accumsan felis ut at dolor,i,vivamus metus arcu,USD,5.9,709.67,240.18,tempor convallis nulla neque,4.06,730.36,793.61,38.13,at feugiat,ante vivamus,6.27,o,est lacinia,pretium quis,ligula pellentesque ultrices phasellus id sapien in,r,amet eros suspendisse,kg,980.44,401.8,341.48,io,ir
o,sed,odio elementum eu,ut massa volutpat convallis morbi odio odio,p,suscipit ligula in,m,638.21,907.58,195.47,duis aliquam convallis,4.6,637.04,957.26,412.35,lacus,justo lacinia,8.86,r,erat volutpat,quam sapien varius,facilisi cras non velit nec nisi vulputate,o,aliquam erat volutpat,USD,415.54,802.06,222.77,or,po
r,blandit,feugiat et eros,mattis pulvinar nulla pede ullamcorper,i,pellentesque eget nunc,kg,423.67,912.32,87.24,consectetuer adipiscing elit,0.17,739.74,738.61,397.63,pretium iaculis,non velit nec nisi,0.45,s,consequat nulla,vulputate nonummy,sagittis dui vel nisl duis ac nibh,o,vestibulum ante ipsum,%,790.29,619.5,788.85,rs,io
p,nisl,interdum mauris non,mi pede malesuada in imperdiet et commodo,o,ut suscipit a,USD,451.5,647.59,737.98,diam in magna bibendum,7.47,681.52,644.44,990.0,turpis donec,vestibulum proin eu mi,9.01,i,at turpis,in lectus pellentesque,eget eros elementum pellentesque quisque porta volutpat,i,quisque id,kg,844.58,821.39,99.0,pi,oi
o,morbi,consequat nulla nisl,hac habitasse platea dictumst etiam faucibus cursus,p,proin at turpis,USD,919.95,281.2,943.07,nisi volutpat eleifend donec,1.08,12.93,789.67,700.05,dis,vehicula condimentum curabitur in,6.71,s,dapibus,bibendum morbi non,primis in faucibus orci luctus et ultrices,o,quam nec dui,kg,38.01,486.81,614.89,os,po
p,rutrum,auctor gravida sem,maecenas rhoncus aliquam lacus morbi,r,justo sollicitudin ut,%,761.13,308.63,135.08,ipsum praesent blandit,1.16,357.35,835.5,640.18,pellentesque,pellentesque viverra,1.31,o,nulla,ante vestibulum,pellentesque viverra pede ac diam cras pellentesque,s,est risus,kg,58.15,768.7,66.61,po,rs
r,faucibus accumsan,non ligula,lectus vestibulum quam sapien varius ut,i,magna ac consequat,USD,808.25,188.36,148.58,proin at turpis a,7.14,836.91,587.11,438.7,sed,at turpis a,5.79,r,rutrum,aenean auctor,vitae ipsum aliquam non mauris morbi non,s,ut erat,USD,179.53,958.35,824.91,rr,is
p,sapien,pretium iaculis diam,maecenas tincidunt lacus at velit,o,porta volutpat erat,USD,87.85,718.49,365.94,duis bibendum felis sed,6.48,728.89,70.76,283.48,feugiat et,tortor sollicitudin,0.8,o,id,in lectus,sit amet consectetuer adipiscing elit proin interdum,o,sapien in,%,514.99,180.41,945.73,po,oo
r,pretium,luctus et,in faucibus orci luctus et ultrices posuere,o,turpis a,kg,28.67,783.05,416.86,porttitor lorem id ligula,1.91,367.88,680.72,249.77,lacinia,orci luctus,9.41,o,massa,nibh in lectus,imperdiet sapien urna pretium nisl ut volutpat,p,nulla dapibus,m,980.2,998.62,413.84,ro,op
p,nec condimentum,mauris enim leo,ut at dolor quis odio consequat,r,sit amet lobortis,USD,303.34,474.96,136.68,ipsum primis in,0.66,919.91,545.06,260.45,dictumst,molestie nibh in,1.22,s,justo,vel dapibus at,justo aliquam quis turpis eget elit sodales,o,justo in,kg,624.43,769.4,170.82,ps,ro
i,elit ac,etiam faucibus,lobortis vel dapibus at diam nam tristique,i,primis in faucibus,m,128.31,75.16,572.92,nisi volutpat eleifend,7.58,106.34,266.48,173.33,ut at,sem praesent,7.65,i,massa quis,amet erat nulla,vel accumsan tellus nisi eu orci mauris,o,nulla ac enim,USD,370.84,250.46,25.24,ii,io
p,penatibus et,sapien iaculis,odio curabitur convallis duis consequat dui,s,quam a,%,73.61,630.4,461.38,sit amet nulla,1.93,736.77,246.71,676.01,pede,potenti in eleifend quam,3.41,s,in,vivamus vel nulla,cubilia curae duis faucibus accumsan odio curabitur,s,posuere cubilia,USD,237.18,313.75,636.35,ps,ss
p,urna ut,nam congue,primis in faucibus orci luctus et ultrices,r,duis bibendum morbi,kg,316.45,718.29,251.32,ligula in lacus curabitur,1.33,664.92,276.72,454.52,pede,amet erat,8.01,s,gravida nisi,dolor sit amet,hac habitasse platea dictumst aliquam augue quam,s,nulla nunc,%,888.29,300.69,344.46,ps,rs
o,ligula,quis orci eget,lectus vestibulum quam sapien varius ut blandit,o,orci pede venenatis,kg,504.61,821.44,531.66,lobortis est phasellus sit,8.21,156.41,411.5,895.39,vivamus,cubilia curae,7.35,p,in imperdiet,nisl venenatis lacinia,ac leo pellentesque ultrices mattis odio donec,p,eget nunc donec,m,222.96,915.45,939.41,op,op
i,faucibus,quam pede,diam in magna bibendum imperdiet nullam orci,s,vestibulum proin,m,12.92,723.11,257.79,purus sit amet nulla,4.85,82.5,711.29,144.02,vivamus,sit amet consectetuer adipiscing,9.4,s,congue,ut volutpat,sed lacus morbi sem mauris laoreet ut,r,ullamcorper augue a,%,242.59,181.02,372.56,is,sr
r,pede venenatis,consequat ut nulla,sapien sapien non mi integer,o,felis sed lacus,kg,989.13,985.54,143.9,donec pharetra magna,7.87,247.98,673.24,74.04,fermentum justo,vehicula consequat morbi,1.24,s,nulla,ut blandit,fringilla rhoncus mauris enim leo rhoncus sed,s,quis orci,m,518.07,428.3,835.02,rs,os
p,vitae,cras mi pede,nullam orci pede venenatis non,o,enim leo,kg,51.05,571.78,957.54,consequat dui nec nisi,9.5,415.45,465.87,902.4,ultrices aliquet,nulla tellus,8.82,s,pharetra magna,vivamus metus arcu,justo aliquam quis turpis eget elit sodales,o,mi nulla ac,kg,887.72,5.16,455.35,ps,oo
s,lorem integer,donec dapibus,nibh fusce lacus purus aliquet,s,nibh in hac,%,403.18,474.73,915.78,rutrum at lorem integer,9.62,58.49,190.63,134.88,lacus purus,semper rutrum nulla,6.56,r,pretium quis,cras non velit,vel lectus in quam fringilla rhoncus mauris,s,vulputate justo in,m,872.16,2.08,914.84,sr,ss
i,hac habitasse,metus vitae ipsum,lectus vestibulum quam sapien varius,i,a odio,%,267.24,927.85,107.7,dui nec nisi,8.56,61.58,808.66,740.89,leo pellentesque,sapien quis libero,4.24,i,cras,vestibulum vestibulum ante,nisi eu orci mauris lacinia sapien quis,s,cubilia curae,m,403.0,950.23,6.68,ii,is
p,faucibus cursus,est quam pharetra,nibh in quis justo maecenas rhoncus aliquam,s,amet justo morbi,USD,434.15,157.81,907.65,ultrices posuere cubilia,0.15,940.31,62.64,167.5,vivamus,fusce posuere felis sed,9.91,o,nec,blandit lacinia,nulla facilisi cras non velit nec nisi,r,semper interdum,USD,957.75,188.88,431.4,po,sr
i,vestibulum,curabitur gravida,sem praesent id massa id nisl,i,aliquet ultrices erat,%,23.86,571.86,398.17,tristique tortor eu pede,9.83,187.0,989.61,504.96,urna ut,non sodales,0.75,r,vivamus metus,lacinia aenean sit,integer a nibh in quis justo maecenas,i,nonummy maecenas tincidunt,kg,305.89,535.27,801.42,ir,ii
