eA,eA_Pattern,eA_Name,eA_Content,mA,mA_Pattern,mA_Unit,mA_from,mA_value,mA_to,t_Pattern,t_factor,t_from,t_value,t_to,c_Pattern,c_Name,c_factor,eB,eB_Pattern,eB_Name,eB_Content,mB,mB_Pattern,mB_Unit,mB_from,mB_value,mB_to,c,t
r,turpis,et ultrices,a feugiat et eros vestibulum ac est,s,nullam molestie,kg,394.21,942.51,210.71,ut rhoncus aliquet,0.34,685.12,42.92,935.51,nonummy,parturient montes,4.81,r,vitae ipsum,nunc viverra,quis augue luctus tincidunt nulla mollis molestie,p,ultrices posuere,m,619.36,321.78,738.25,rr,sp
p,diam,a nibh,vel sem sed sagittis nam congue,r,arcu sed augue,kg,688.61,800.25,102.54,eros vestibulum ac est,8.76,8.05,994.96,110.48,maecenas pulvinar,nullam sit amet,9.87,i,est,in hac,et eros vestibulum ac est lacinia nisi,i,eget tempus,USD,340.73,229.3,129.6,pi,ri
s,eget,parturient montes nascetur,erat tortor sollicitudin mi sit,i,in ante,USD,862.45,19.74,55.42,dolor sit amet consectetuer,6.6,412.3,464.11,639.62,vel,ut erat,9.95,s,mauris,adipiscing molestie hendrerit,pretium iaculis diam erat fermentum justo nec,s,purus aliquet,%,90.49,878.67,440.25,ss,is
i,nullam,ipsum primis,etiam justo etiam pretium iaculis justo,s,vivamus vel,kg,998.1,196.88,28.63,dolor quis odio,3.13,181.14,702.02,503.13,sed,aliquet ultrices,0.68,i,augue,nullam porttitor lacus,ante vestibulum ante ipsum primis in faucibus,i,lacus curabitur,m,73.46,201.51,834.63,ii,si
s,tincidunt lacus,metus sapien ut,id mauris vulputate elementum nullam varius nulla,r,pulvinar lobortis est,%,548.27,858.14,858.06,cras pellentesque volutpat dui,6.38,549.5,696.84,481.0,platea,pharetra magna ac,2.73,s,massa,massa donec dapibus,velit eu est congue elementum in hac,o,diam vitae,kg,95.44,976.75,58.03,ss,ro
r,interdum,rhoncus aliquet pulvinar,est congue elementum in hac habitasse,i,nullam molestie,m,735.57,964.18,981.69,lacinia aenean sit,7.79,133.94,28.92,514.98,nec molestie,non sodales sed tincidunt,3.72,r,quis,turpis donec,bibendum felis sed interdum venenatis turpis enim,p,id massa id,USD,173.81,929.57,875.31,rr,ip
i,mauris vulputate,vel augue vestibulum,ut mauris eget massa tempor convallis nulla,p,rhoncus mauris enim,kg,512.27,667.53,981.56,interdum eu tincidunt,4.46,250.32,237.21,820.16,nulla,id massa id,0.44,o,sagittis,pharetra magna ac,in congue etiam justo etiam pretium iaculis,s,suscipit ligula in,USD,817.27,663.46,300.79,io,ps
p,platea dictumst,ante vivamus tortor,turpis sed ante vivamus tortor,o,at velit,USD,833.18,145.9,347.57,tortor sollicitudin mi,9.18,448.74,909.72,619.89,ultrices posuere,et magnis dis,6.67,o,rutrum,eu est,est quam pharetra magna ac consequat metus,p,nam tristique,USD,489.28,229.33,406.93,po,op
r,ut nunc,justo eu massa,dolor sit amet consectetuer adipiscing,r,leo rhoncus,kg,622.8,26.44,700.72,mus etiam vel,2.45,853.35,577.3,151.11,nec,libero nam dui proin,3.65,p,aliquet,nunc purus,vel sem sed sagittis nam congue risus,i,id lobortis convallis,USD,298.67,691.49,971.38,rp,ri
i,mus,in quis justo,donec odio justo sollicitudin ut suscipit,o,nulla nunc purus,%,617.2,609.49,635.91,sed accumsan felis ut,0.97,984.84,541.21,277.87,nisl nunc,nunc proin at,6.55,s,dolor,luctus ultricies,mauris lacinia sapien quis libero nullam sit,p,nisi nam,kg,717.3,834.35,195.62,is,op
s,quis turpis,vestibulum proin,neque libero convallis eget eleifend,o,aliquet at,m,596.34,578.27,709.08,nunc purus phasellus in,9.85,961.36,49.76,166.16,tristique,tincidunt ante,9.8,r,nisl nunc,ac leo,maecenas leo odio condimentum id luctus nec,o,quis augue,m,757.75,941.6,27.55,sr,oo
r,nulla mollis,posuere cubilia curae,id massa id nisl venenatis,o,dapibus augue vel,USD,397.9,719.05,851.15,proin leo odio porttitor,9.54,104.06,226.46,336.06,ornare,adipiscing elit proin,6.12,r,magna,congue etiam,amet nunc viverra dapibus nulla suscipit ligula,s,a feugiat et,m,437.19,175.55,412.04,rr,os
r,potenti,quisque ut erat,nisi volutpat eleifend donec ut,p,tellus nulla,USD,49.34,354.8,585.73,sollicitudin mi sit,8.83,120.08,828.49,366.22,accumsan,tincidunt in leo,6.55,p,ultrices,scelerisque mauris,amet sapien dignissim vestibulum vestibulum ante ipsum,o,eget vulputate,USD,219.53,182.61,556.65,rp,po
s,in,praesent lectus vestibulum,tristique fusce congue diam id ornare imperdiet,o,vivamus metus,m,127.33,918.18,836.71,dapibus dolor vel est,8.45,691.43,778.77,577.45,in,arcu sed,1.89,i,luctus rutrum,odio elementum,vestibulum sagittis sapien cum sociis natoque penatibus,s,mauris morbi,%,763.05,449.48,926.98,si,os
i,ultrices,amet consectetuer,ante vivamus tortor duis mattis egestas metus,i,proin interdum,m,688.08,358.15,400.67,quis odio consequat varius,4.39,397.07,833.03,221.26,eu magna,at vulputate,2.83,o,ut volutpat,mauris viverra diam,quisque ut erat curabitur gravida nisi at,o,blandit non interdum,%,828.13,167.62,627.75,io,io
i,est,justo pellentesque,morbi ut odio cras mi,i,in eleifend,%,202.92,460.32,458.24,duis ac nibh fusce,8.7,264.23,856.31,655.87,amet,pellentesque at nulla suspendisse,3.53,s,ipsum,orci mauris lacinia,gravida sem praesent id massa id nisl,r,etiam faucibus,m,254.19,746.76,994.15,is,ir
r,nisl,ultrices vel,ipsum primis in faucibus orci luctus et,s,eu felis fusce,%,69.73,779.41,430.39,mi in porttitor pede,0.05,940.73,597.06,616.01,eget,lobortis ligula sit amet,4.09,i,erat quisque,arcu libero rutrum,justo in blandit ultrices enim lorem ipsum,o,volutpat dui,kg,311.34,288.79,865.67,ri,so
s,id mauris,aenean lectus,semper rutrum nulla nunc purus,o,phasellus id sapien,USD,868.49,914.96,674.89,odio donec vitae,2.59,953.4,184.87,40.02,quis libero,in purus,1.86,o,vulputate ut,nam ultrices,dolor sit amet consectetuer adipiscing elit proin,r,rutrum at,%,402.74,312.26,715.86,so,or
o,rutrum rutrum,sed interdum,ipsum primis in faucibus orci luctus et,o,eget congue eget,USD,872.09,321.85,793.87,nulla justo aliquam quis,5.93,638.95,348.47,946.56,blandit,metus arcu,9.95,s,mi sit,fermentum justo,erat volutpat in congue etiam justo etiam,o,tempus vel pede,kg,675.11,657.29,403.04,os,oo
i,sociis,erat tortor,hac habitasse platea dictumst morbi vestibulum,i,ut ultrices,m,32.95,904.85,147.46,interdum venenatis turpis enim,3.3,449.08,131.66,43.06,porta volutpat,vel augue vestibulum,5.95,i,amet eleifend,rutrum at lorem,volutpat erat quisque erat eros viverra eget,s,vestibulum ante ipsum,%,80.93,621.18,425.05,ii,is
r,vestibulum sed,dapibus duis at,donec diam neque vestibulum eget vulputate,o,ut nulla sed,USD,317.5,835.65,699.51,mattis pulvinar nulla,7.27,918.96,479.02,517.52,tempus vel,consequat varius integer ac,0.89,p,neque vestibulum,lectus in,vitae quam suspendisse potenti nullam porttitor lacus,s,molestie sed justo,USD,31.71,501.58,10.21,rp,os
i,parturient montes,pede posuere nonummy,duis bibendum felis sed interdum venenatis turpis,i,luctus nec molestie,%,408.53,390.06,975.42,morbi vestibulum velit id,6.6,922.77,600.13,346.16,risus,nullam molestie nibh in,2.3,o,volutpat convallis,pellentesque quisque porta,in tempor turpis nec euismod scelerisque quam,p,orci pede,kg,127.22,156.1,744.83,io,ip
p,mauris sit,id consequat,nisl nunc rhoncus dui vel sem,i,etiam justo,m,128.36,627.52,491.91,natoque penatibus et,1.8,909.11,105.18,972.4,duis faucibus,sit amet eros,5.15,i,duis bibendum,enim sit amet,bibendum felis sed interdum venenatis turpis enim,r,at lorem integer,USD,226.79,261.43,678.68,pi,ir
s,sit,nisl duis bibendum,sapien quis libero nullam sit amet turpis,p,nullam orci,%,624.82,527.49,380.94,vestibulum ac est lacinia,1.13,982.44,802.83,169.89,eleifend,nec dui,2.24,r,libero quis,diam erat fermentum,amet justo morbi ut odio cras mi,s,turpis eget elit,m,664.03,9.73,776.49,sr,ps
p,in lacus,posuere nonummy,justo sollicitudin ut suscipit a,r,a suscipit nulla,m,845.65,201.67,915.93,mi integer ac,0.48,786.41,850.07,337.87,augue a,pulvinar sed,9.8,o,nulla elit,quam pede lobortis,bibendum morbi non quam nec dui luctus,i,turpis adipiscing,%,115.25,938.24,293.6,po,ri
s,semper,nulla quisque,maecenas rhoncus aliquam lacus morbi quis tortor,i,vulputate nonummy,m,881.43,813.71,435.27,et ultrices posuere cubilia,0.9,782.44,232.88,317.53,nam,ipsum primis in,7.03,i,amet,sapien urna,dolor morbi vel lectus in quam fringilla,r,eros elementum pellentesque,m,143.11,443.93,281.07,si,ir
i,arcu,integer pede justo,quisque arcu libero rutrum ac lobortis vel,o,at velit vivamus,kg,767.24,690.95,752.33,sapien in sapien,7.38,500.09,741.26,492.52,id turpis,mauris laoreet,1.93,i,vivamus vestibulum,aliquam sit,faucibus accumsan odio curabitur convallis duis consequat,o,morbi porttitor lorem,m,865.09,942.74,359.67,ii,oo
r,in quis,aliquam erat volutpat,accumsan tortor quis turpis sed ante,s,aliquam non,USD,472.83,314.31,467.07,risus semper porta volutpat,8.76,489.22,359.06,185.43,ultrices mattis,aliquam erat volutpat in,7.27,r,pellentesque,at vulputate,leo maecenas pulvinar lobortis est phasellus sit,p,cras non velit,USD,283.95,951.63,684.05,rr,sp
r,nunc rhoncus,risus semper,cubilia curae mauris viverra diam vitae,r,arcu adipiscing molestie,kg,638.91,743.68,199.01,turpis eget elit sodales,6.97,428.72,891.81,827.35,sit,sed vestibulum sit amet,3.87,i,platea dictumst,id ornare imperdiet,accumsan felis ut at dolor quis odio,r,morbi porttitor,%,774.76,125.2,297.32,ri,rr
p,pellentesque at,erat id mauris,pellentesque ultrices mattis odio donec,i,aliquet at,m,564.95,715.66,250.31,turpis elementum ligula,1.13,323.32,434.82,109.18,phasellus,libero convallis,9.9,p,justo sollicitudin,vel enim,diam neque vestibulum eget vulputate ut ultrices,s,faucibus accumsan,kg,966.85,25.88,108.02,pp,is
s,lobortis sapien,ante ipsum primis,placerat praesent blandit nam nulla integer pede,r,quam suspendisse,m,413.12,733.39,291.52,eleifend donec ut dolor,6.17,894.67,498.05,58.35,morbi a,ut suscipit,9.03,p,integer tincidunt,primis in,duis faucibus accumsan odio curabitur convallis duis,o,tortor sollicitudin,kg,534.05,334.49,863.83,sp,ro
i,blandit nam,vestibulum rutrum,sed magna at nunc commodo,r,cras in purus,m,347.43,772.68,619.6,lectus vestibulum quam sapien,0.54,85.86,874.13,136.23,eros,ultricies eu nibh,5.95,i,scelerisque,sed augue,quam pharetra magna ac consequat metus sapien,s,dictumst aliquam,m,42.41,471.08,681.84,ii,rs
s,in,et eros vestibulum,nam congue risus semper porta volutpat,o,vulputate justo,kg,515.81,553.96,122.61,at nulla suspendisse potenti,5.77,576.04,434.86,19.95,quis tortor,iaculis justo,9.64,o,odio porttitor,lobortis vel dapibus,pellentesque volutpat dui maecenas tristique est et,o,vulputate justo in,USD,766.69,307.12,538.85,so,oo
p,adipiscing,faucibus orci luctus,nunc vestibulum ante ipsum primis,r,pulvinar sed nisl,USD,324.63,926.19,902.42,lectus aliquam sit,7.09,788.46,475.57,715.28,dapibus nulla,vestibulum aliquet,3.33,o,in porttitor,interdum mauris,molestie lorem quisque ut erat curabitur gravida,s,ultrices enim lorem,m,746.75,312.17,719.5,po,rs
r,libero,pede ac diam,in blandit ultrices enim lorem,o,turpis eget elit,%,821.19,752.4,50.67,ullamcorper purus sit amet,2.6,241.41,264.21,921.58,dui luctus,amet consectetuer,4.97,r,sit,at nulla suspendisse,quam sapien varius ut blandit non interdum,i,tincidunt eu felis,USD,730.91,792.6,608.93,rr,oi
o,sed,justo in hac,ridiculus mus vivamus vestibulum sagittis,p,sapien varius,kg,590.48,930.85,391.44,lorem vitae mattis nibh,7.68,975.3,231.35,292.79,vitae,in quis justo,0.12,o,ultrices,tempus vel,nunc donec quis orci eget orci vehicula,s,felis fusce,USD,383.68,61.62,942.98,oo,ps
p,egestas metus,pharetra magna vestibulum,adipiscing lorem vitae mattis nibh ligula,s,erat nulla tempus,kg,237.93,673.35,258.49,adipiscing molestie hendrerit at,5.26,652.01,727.09,758.25,at,morbi non lectus,9.05,r,auctor sed,duis bibendum,curabitur gravida nisi at nibh in hac,i,lobortis convallis tortor,kg,952.74,62.28,473.23,pr,si
i,felis,sapien iaculis,pretium nisl ut volutpat sapien arcu sed,r,et magnis dis,%,660.89,561.22,21.58,quam a odio in,4.63,106.85,140.91,345.29,mauris eget,morbi porttitor,4.14,s,mauris laoreet,at velit vivamus,convallis nunc proin at turpis a pede,p,mauris sit amet,m,312.21,517.51,880.57,is,rp
i,venenatis,aliquet at,amet erat nulla tempus vivamus,o,ut tellus nulla,kg,860.18,426.0,259.21,cursus id turpis integer,9.61,346.32,210.76,176.36,venenatis,porttitor id consequat,2.55,s,lacus purus,luctus et,vel augue vestibulum rutrum rutrum neque aenean,p,fermentum donec ut,%,879.99,932.53,494.01,is,op
s,id,diam erat fermentum,massa volutpat convallis morbi odio odio,o,consequat dui,m,867.8,306.53,727.17,tempor convallis nulla,0.69,636.75,700.05,422.9,at,donec vitae,4.45,r,vestibulum ac,mauris ullamcorper purus,quisque ut erat curabitur gravida nisi at,i,accumsan odio curabitur,%,869.55,427.7,254.59,sr,oi
p,scelerisque quam,vivamus vel nulla,tempor turpis nec euismod scelerisque,r,lorem ipsum dolor,kg,235.82,741.46,655.8,faucibus orci luctus et,9.58,326.08,424.71,533.7,ut,turpis nec euismod scelerisque,3.44,i,nulla pede,sed vel,ultrices aliquet maecenas leo odio condimentum id,i,ultrices phasellus,m,740.45,202.75,481.27,pi,ri
p,sapien cursus,magna vulputate luctus,ut massa volutpat convallis morbi odio,r,ipsum primis,m,364.49,125.8,156.1,primis in faucibus,3.54,212.79,118.84,732.41,quisque,consectetuer eget rutrum at,6.53,p,eros elementum,nulla elit,est et tempus semper est quam pharetra,r,consectetuer adipiscing elit,m,562.55,946.79,380.89,pp,rr
s,semper,vivamus metus arcu,aenean lectus pellentesque eget nunc donec,r,proin leo,m,235.9,863.43,430.5,vulputate ut ultrices,9.31,439.78,868.65,635.58,tempor turpis,orci mauris,6.8,s,sem,curabitur convallis duis,lorem ipsum dolor sit amet consectetuer adipiscing,p,primis in faucibus,kg,648.13,613.27,102.33,ss,rp
i,neque,urna ut,lorem ipsum dolor sit amet consectetuer,o,primis in faucibus,m,233.19,575.13,779.71,scelerisque mauris sit,3.59,31.5,285.48,404.92,in,ac neque duis,0.18,o,rutrum nulla,ipsum dolor,sed augue aliquam erat volutpat in congue,p,purus eu magna,kg,566.6,830.47,19.64,io,op
i,faucibus orci,sapien placerat ante,aliquet ultrices erat tortor sollicitudin,r,tempor turpis,m,323.69,299.44,829.66,pharetra magna ac consequat,7.32,426.53,461.13,274.89,tortor quis,mollis molestie,4.79,p,vel,semper porta,tortor quis turpis sed ante vivamus tortor,r,curabitur at,m,383.63,530.2,472.36,ip,rr
i,quisque,consequat morbi,id sapien in sapien iaculis,r,at velit,USD,521.33,456.35,938.75,sit amet cursus,5.8,538.21,514.33,918.77,quis libero,suscipit a,1.78,i,augue luctus,erat volutpat in,vitae ipsum aliquam non mauris morbi non,s,eget vulputate,kg,378.08,934.26,249.53,ii,rs
p,justo sollicitudin,lobortis ligula,nec sem duis aliquam convallis nunc proin,o,non quam,m,170.79,711.71,383.98,amet cursus id turpis,9.69,374.36,209.77,45.15,cubilia curae,justo sollicitudin ut,4.59,i,morbi porttitor,in hac,cubilia curae duis faucibus accumsan odio curabitur,s,justo lacinia eget,USD,80.82,741.94,504.81,pi,os
p,amet eleifend,morbi ut odio,iaculis diam erat fermentum justo,p,ultrices mattis,kg,736.69,228.32,846.32,donec vitae nisi,2.1,636.19,471.37,579.77,nisl nunc,ac diam cras pellentesque,1.48,p,quis odio,in felis,sed interdum venenatis turpis enim blandit mi,i,at feugiat non,USD,568.57,935.55,106.46,pp,pi
p,magna,tristique fusce,nisi vulputate nonummy maecenas tincidunt lacus at,r,lectus vestibulum quam,m,485.17,947.54,763.36,turpis enim blandit,9.94,476.28,801.74,687.69,et ultrices,porta volutpat erat,8.69,o,parturient montes,rhoncus aliquet,a pede posuere nonummy integer non velit,r,nibh quisque id,m,80.05,654.07,330.69,po,rr
s,lobortis,mattis nibh,tincidunt eu felis fusce posuere felis sed,i,luctus ultricies,USD,925.19,799.85,352.05,nunc vestibulum ante,7.55,63.12,263.21,86.94,id,et eros vestibulum,1.74,i,mi,in faucibus,quisque porta volutpat erat quisque erat eros,r,consequat metus,%,771.41,269.1,494.39,si,ir
r,sed,semper interdum,quis orci eget orci vehicula,p,nibh in,kg,768.25,0.38,465.7,parturient montes nascetur ridiculus,5.85,41.16,46.92,782.72,pellentesque,convallis nunc proin,0.4,i,blandit mi,eget semper,nulla tellus in sagittis dui vel nisl,s,id massa id,m,321.36,413.37,981.01,ri,ps
r,pellentesque quisque,eu orci mauris,enim sit amet nunc viverra,p,quis turpis eget,kg,799.48,619.93,848.84,lectus aliquam sit,2.47,19.17,89.72,843.78,vel,tristique fusce congue diam,7.08,s,adipiscing,nec euismod,pede posuere nonummy integer non velit donec,r,luctus tincidunt,%,511.81,810.79,961.59,rs,pr
p,non,pellentesque at,nulla ac enim in tempor turpis nec,p,est quam,m,114.59,235.89,423.88,maecenas tristique est,7.25,792.14,168.92,751.94,nisl duis,nam ultrices libero,3.58,r,velit eu,porttitor lacus,dictumst maecenas ut massa quis augue luctus,p,interdum venenatis turpis,USD,222.44,531.38,91.12,pr,pp
o,ipsum,faucibus orci,orci nullam molestie nibh in lectus pellentesque,r,vel pede morbi,%,825.91,336.19,743.05,blandit ultrices enim,1.08,746.21,155.92,367.87,in,in purus,5.49,r,non velit,molestie lorem,pellentesque quisque porta volutpat erat quisque erat,p,nulla nisl nunc,m,589.97,209.81,572.11,or,rp
p,congue eget,id turpis integer,vehicula consequat morbi a ipsum integer,p,posuere cubilia curae,kg,881.7,384.91,338.02,morbi sem mauris,4.06,256.16,650.0,72.85,parturient,sapien arcu,9.35,i,velit,magnis dis,proin leo odio porttitor id consequat in,i,est lacinia,m,121.02,891.59,894.35,pi,pi
o,at feugiat,sem praesent id,orci eget orci vehicula condimentum,p,aliquam convallis,USD,755.83,683.71,51.07,urna ut tellus,5.32,604.64,890.09,33.13,fusce consequat,aenean lectus pellentesque eget,0.25,o,et,phasellus in felis,interdum mauris non ligula pellentesque ultrices phasellus,p,augue quam sollicitudin,%,654.85,653.09,154.62,oo,pp
p,porttitor,etiam justo etiam,non velit donec diam neque vestibulum,o,lacinia sapien,%,360.75,289.62,333.28,mauris laoreet ut rhoncus,7.68,640.84,610.78,995.67,eu felis,sapien cursus vestibulum proin,0.35,p,vestibulum ante,faucibus orci luctus,augue vel accumsan tellus nisi eu orci,p,duis bibendum morbi,m,373.28,833.76,711.31,pp,op
p,justo nec,in lacus,nascetur ridiculus mus vivamus vestibulum,s,aliquam convallis,%,860.94,525.69,686.37,ipsum primis in,6.88,924.91,331.88,595.21,condimentum,erat vestibulum sed magna,3.6,r,potenti nullam,integer non,sem duis aliquam convallis nunc proin at,i,libero non mattis,kg,21.54,605.52,337.31,pr,si
s,erat,nulla pede,nisl duis bibendum felis sed interdum venenatis,s,libero nullam sit,%,469.0,845.53,873.65,lacus purus aliquet at,6.46,34.47,308.27,264.55,ac diam,vulputate ut,9.92,p,maecenas tincidunt,adipiscing lorem,et magnis dis parturient montes nascetur ridiculus,o,adipiscing elit proin,kg,673.02,691.09,720.1,sp,so
s,sed sagittis,nulla tempus vivamus,enim leo rhoncus sed vestibulum sit amet,p,rutrum nulla,USD,708.77,706.58,411.88,eu felis fusce,0.84,246.07,37.31,239.97,at,natoque penatibus et,8.68,r,platea dictumst,pede ac diam,lorem vitae mattis nibh ligula nec sem,o,nec sem duis,%,431.18,786.49,626.64,sr,po
o,in quam,eu est congue,congue etiam justo etiam pretium,i,vitae consectetuer,kg,508.52,435.31,646.69,eros vestibulum ac,4.4,562.35,31.32,57.02,mattis egestas,aliquet pulvinar sed,4.52,r,rhoncus aliquet,eget congue eget,massa quis augue luctus tincidunt nulla mollis,p,vitae quam suspendisse,kg,741.71,157.94,321.9,or,ip
p,curabitur,in congue etiam,est quam pharetra magna ac consequat metus,i,lacus purus,%,878.5,854.39,996.87,eros vestibulum ac est,7.1,884.02,55.95,227.05,mauris,massa tempor convallis,6.63,p,justo,parturient montes nascetur,quam sapien varius ut blandit non interdum,i,quis turpis sed,kg,458.44,61.7,846.47,pp,ii
i,vivamus,praesent blandit lacinia,eros viverra eget congue eget semper,p,purus eu magna,USD,348.12,800.7,104.32,nisl venenatis lacinia,7.91,613.08,540.51,852.41,ut mauris,curabitur in libero ut,0.73,r,facilisi cras,felis eu,curabitur at ipsum ac tellus semper interdum,o,at dolor quis,%,449.41,118.72,196.16,ir,po
